order_id,item_id,product_id,quantity,list_price,discount,total_revenue
76,2,11,2,1680.99,0.1,3025.782
76,3,5,1,1320.99,0.07,1228.5207
77,1,20,1,599.99,0.07,557.9907
77,2,24,2,549.99,0.1,989.982
77,3,26,1,599.99,0.2,479.992
77,4,25,1,499.99,0.2,399.992
78,1,17,1,429,0.07,398.97
78,2,19,1,449,0.2,359.2
78,3,18,2,449,0.1,808.2
78,4,14,2,269.99,0.1,485.982
79,1,9,2,2999.99,0.1,5399.982
79,2,17,2,429,0.05,815.1
79,3,6,1,469.99,0.1,422.991
79,4,25,2,499.99,0.07,929.9814
80,1,26,1,599.99,0.1,539.991
80,2,24,1,549.99,0.1,494.991
80,3,17,1,429,0.2,343.2
81,1,10,2,1549,0.2,2478.4
81,2,23,2,299.99,0.05,569.981
81,3,25,2,499.99,0.05,949.981
82,1,25,2,499.99,0.1,899.982
82,2,11,2,1680.99,0.2,2689.584
83,1,20,1,599.99,0.2,479.992
83,2,3,2,999.99,0.05,1899.981
84,1,23,2,299.99,0.07,557.9814
84,2,15,2,529.99,0.07,985.7814
85,1,4,2,2899.99,0.05,5509.981
85,2,18,1,449,0.07,417.57
86,1,9,2,2999.99,0.1,5399.982
86,2,23,2,299.99,0.07,557.9814
86,3,21,2,269.99,0.2,431.984
86,4,15,1,529.99,0.1,476.991
87,1,20,2,599.99,0.2,959.984
87,2,23,2,299.99,0.1,539.982
88,1,10,1,1549,0.07,1440.57
88,2,8,2,1799.99,0.1,3239.982
88,3,7,1,3999.99,0.1,3599.991
89,1,5,1,1320.99,0.05,1254.9405
89,2,6,2,469.99,0.1,845.982
90,1,3,1,999.99,0.1,899.991
90,2,6,1,469.99,0.07,437.0907
91,1,11,1,1680.99,0.1,1512.891
91,2,25,1,499.99,0.05,474.9905
91,3,15,2,529.99,0.07,985.7814
91,4,13,2,269.99,0.07,502.1814
92,1,8,1,1799.99,0.1,1619.991
93,1,22,2,269.99,0.07,502.1814
93,2,17,1,429,0.05,407.55
93,3,21,1,269.99,0.1,242.991
93,4,2,1,749.99,0.2,599.992
93,5,10,2,1549,0.07,2881.14
94,1,12,1,549.99,0.05,522.4905
94,2,4,1,2899.99,0.2,2319.992
94,3,11,1,1680.99,0.2,1344.792
94,4,21,2,269.99,0.07,502.1814
95,1,10,2,1549,0.2,2478.4
95,2,19,1,449,0.1,404.1
95,3,8,2,1799.99,0.2,2879.984
95,4,20,2,599.99,0.05,1139.981
96,1,26,1,599.99,0.1,539.991
96,2,23,1,299.99,0.05,284.9905
97,1,20,2,599.99,0.2,959.984
97,2,2,1,749.99,0.07,697.4907
97,3,6,2,469.99,0.2,751.984
97,4,19,1,449,0.1,404.1
98,1,19,1,449,0.07,417.57
98,2,21,1,269.99,0.1,242.991
98,3,2,1,749.99,0.2,599.992
98,4,22,2,269.99,0.2,431.984
99,1,13,1,269.99,0.2,215.992
99,2,21,1,269.99,0.2,215.992
99,3,25,2,499.99,0.05,949.981
99,4,7,2,3999.99,0.07,7439.9814
99,5,23,2,299.99,0.2,479.984
100,1,12,2,549.99,0.05,1044.981
100,2,11,2,1680.99,0.1,3025.782
100,3,7,2,3999.99,0.2,6399.984
100,4,16,2,599.99,0.2,959.984
100,5,24,2,549.99,0.1,989.982
101,1,12,2,549.99,0.2,879.984
102,1,15,1,529.99,0.05,503.4905
102,2,22,1,269.99,0.07,251.0907
103,1,17,1,429,0.07,398.97
103,2,3,1,999.99,0.05,949.9905
103,3,18,1,449,0.2,359.2
103,4,15,2,529.99,0.1,953.982
103,5,9,2,2999.99,0.1,5399.982
104,1,19,2,449,0.1,808.2
104,2,26,1,599.99,0.05,569.9905
105,1,11,2,1680.99,0.2,2689.584
105,2,3,1,999.99,0.05,949.9905
105,3,9,1,2999.99,0.05,2849.9905
106,1,17,1,429,0.1,386.1
106,2,13,2,269.99,0.1,485.982
107,1,19,1,449,0.2,359.2
107,2,13,2,269.99,0.1,485.982
108,1,11,1,1680.99,0.1,1512.891
108,2,22,2,269.99,0.07,502.1814
108,3,16,2,599.99,0.05,1139.981
109,1,22,2,269.99,0.1,485.982
109,2,6,1,469.99,0.07,437.0907
110,1,14,1,269.99,0.1,242.991
111,1,14,1,269.99,0.1,242.991
111,2,12,2,549.99,0.07,1022.9814
112,1,23,2,299.99,0.2,479.984
112,2,25,2,499.99,0.07,929.9814
112,3,24,2,549.99,0.05,1044.981
112,4,5,1,1320.99,0.2,1056.792
113,1,12,2,549.99,0.07,1022.9814
113,2,24,2,549.99,0.1,989.982
113,3,6,1,469.99,0.07,437.0907
113,4,23,1,299.99,0.2,239.992
113,5,5,2,1320.99,0.2,2113.584
114,1,12,1,549.99,0.05,522.4905
114,2,2,1,749.99,0.07,697.4907
114,3,13,2,269.99,0.1,485.982
115,1,22,1,269.99,0.2,215.992
115,2,19,1,449,0.1,404.1
116,1,26,1,599.99,0.05,569.9905
117,1,22,2,269.99,0.2,431.984
117,2,26,1,599.99,0.05,569.9905
117,3,14,1,269.99,0.2,215.992
117,4,19,1,449,0.05,426.55
118,1,18,1,449,0.07,417.57
118,2,4,1,2899.99,0.07,2696.9907
118,3,6,1,469.99,0.07,437.0907
118,4,3,2,999.99,0.1,1799.982
118,5,23,2,299.99,0.07,557.9814
119,1,25,1,499.99,0.05,474.9905
120,1,13,2,269.99,0.05,512.981
120,2,6,2,469.99,0.05,892.981
120,3,10,2,1549,0.05,2943.1
120,4,17,1,429,0.05,407.55
120,5,16,2,599.99,0.2,959.984
121,1,5,1,1320.99,0.2,1056.792
121,2,14,2,269.99,0.1,485.982
121,3,4,2,2899.99,0.1,5219.982
121,4,24,2,549.99,0.07,1022.9814
121,5,2,2,749.99,0.05,1424.981
122,1,16,1,599.99,0.1,539.991
123,1,12,2,549.99,0.1,989.982
124,1,16,1,599.99,0.05,569.9905
124,2,4,1,2899.99,0.07,2696.9907
124,3,7,2,3999.99,0.05,7599.981
125,1,17,1,429,0.1,386.1
126,1,9,2,2999.99,0.05,5699.981
127,1,17,1,429,0.07,398.97
127,2,20,1,599.99,0.1,539.991
127,3,4,2,2899.99,0.07,5393.9814
128,1,24,2,549.99,0.1,989.982
128,2,16,2,599.99,0.1,1079.982
128,3,4,2,2899.99,0.2,4639.984
128,4,3,2,999.99,0.2,1599.984
129,1,18,1,449,0.1,404.1
129,2,9,1,2999.99,0.1,2699.991
130,1,26,1,599.99,0.05,569.9905
130,2,5,2,1320.99,0.07,2457.0414
131,1,22,2,269.99,0.2,431.984
131,2,4,2,2899.99,0.07,5393.9814
131,3,24,2,549.99,0.1,989.982
132,1,2,2,749.99,0.05,1424.981
132,2,20,1,599.99,0.05,569.9905
132,3,9,1,2999.99,0.1,2699.991
133,1,13,2,269.99,0.05,512.981
133,2,22,1,269.99,0.2,215.992
134,1,19,2,449,0.1,808.2
134,2,2,2,749.99,0.07,1394.9814
134,3,18,2,449,0.07,835.14
135,1,5,2,1320.99,0.05,2509.881
135,2,18,2,449,0.05,853.1
135,3,25,1,499.99,0.2,399.992
135,4,2,1,749.99,0.05,712.4905
136,1,7,2,3999.99,0.2,6399.984
136,2,3,2,999.99,0.05,1899.981
137,1,23,1,299.99,0.07,278.9907
137,2,22,1,269.99,0.1,242.991
138,1,16,2,599.99,0.1,1079.982
138,2,6,1,469.99,0.2,375.992
139,1,19,2,449,0.07,835.14
139,2,3,1,999.99,0.07,929.9907
140,1,15,1,529.99,0.2,423.992
140,2,21,1,269.99,0.2,215.992
140,3,12,2,549.99,0.2,879.984
140,4,3,1,999.99,0.05,949.9905
141,1,18,1,449,0.2,359.2
142,1,16,2,599.99,0.1,1079.982
142,2,11,2,1680.99,0.1,3025.782
142,3,19,1,449,0.07,417.57
143,1,6,1,469.99,0.2,375.992
144,1,8,2,1799.99,0.05,3419.981
145,1,11,1,1680.99,0.2,1344.792
145,2,9,2,2999.99,0.1,5399.982
146,1,3,2,999.99,0.2,1599.984
146,2,12,1,549.99,0.1,494.991
146,3,20,2,599.99,0.1,1079.982
146,4,6,2,469.99,0.05,892.981
146,5,2,1,749.99,0.07,697.4907
147,1,26,2,599.99,0.2,959.984
148,1,14,1,269.99,0.05,256.4905
149,1,12,2,549.99,0.07,1022.9814
149,2,21,2,269.99,0.07,502.1814
150,1,7,1,3999.99,0.1,3599.991
150,2,3,1,999.99,0.2,799.992
150,3,17,1,429,0.07,398.97
150,4,25,2,499.99,0.07,929.9814
151,1,17,1,429,0.1,386.1
151,2,26,1,599.99,0.1,539.991
152,1,6,2,469.99,0.2,751.984
152,2,22,2,269.99,0.2,431.984
152,3,16,2,599.99,0.07,1115.9814
153,1,16,1,599.99,0.07,557.9907
153,2,8,1,1799.99,0.07,1673.9907
153,3,15,2,529.99,0.05,1006.981
154,1,12,1,549.99,0.1,494.991
155,1,8,1,1799.99,0.1,1619.991
156,1,18,2,449,0.2,718.4
156,2,17,2,429,0.05,815.1
156,3,6,1,469.99,0.07,437.0907
157,1,4,1,2899.99,0.1,2609.991
157,2,7,2,3999.99,0.07,7439.9814
158,1,24,1,549.99,0.1,494.991
159,1,13,1,269.99,0.2,215.992
160,1,21,1,269.99,0.07,251.0907
160,2,15,2,529.99,0.07,985.7814
160,3,18,2,449,0.1,808.2
160,4,11,1,1680.99,0.05,1596.9405
161,1,24,2,549.99,0.07,1022.9814
161,2,22,1,269.99,0.05,256.4905
161,3,7,2,3999.99,0.05,7599.981
162,1,18,1,449,0.07,417.57
162,2,21,2,269.99,0.07,502.1814
162,3,3,2,999.99,0.1,1799.982
163,1,12,1,549.99,0.1,494.991
163,2,18,1,449,0.2,359.2
164,1,4,2,2899.99,0.05,5509.981
164,2,10,2,1549,0.05,2943.1
164,3,14,1,269.99,0.1,242.991
165,1,4,2,2899.99,0.05,5509.981
165,2,23,1,299.99,0.2,239.992
165,3,2,1,749.99,0.05,712.4905
166,1,10,2,1549,0.1,2788.2
166,2,11,1,1680.99,0.2,1344.792
167,1,12,1,549.99,0.05,522.4905
167,2,10,1,1549,0.2,1239.2
167,3,13,2,269.99,0.05,512.981
167,4,7,2,3999.99,0.05,7599.981
168,1,6,1,469.99,0.1,422.991
168,2,11,2,1680.99,0.07,3126.6414
168,3,12,2,549.99,0.07,1022.9814
168,4,22,2,269.99,0.2,431.984
169,1,20,2,599.99,0.1,1079.982
169,2,5,1,1320.99,0.05,1254.9405
169,3,10,1,1549,0.2,1239.2
169,4,11,1,1680.99,0.2,1344.792
169,5,14,2,269.99,0.05,512.981
170,1,12,2,549.99,0.1,989.982
170,2,24,1,549.99,0.05,522.4905
170,3,7,1,3999.99,0.2,3199.992
170,4,18,2,449,0.05,853.1
171,1,8,1,1799.99,0.05,1709.9905
172,1,23,1,299.99,0.07,278.9907
172,2,16,1,599.99,0.2,479.992
173,1,14,1,269.99,0.05,256.4905
173,2,16,1,599.99,0.2,479.992
173,3,20,2,599.99,0.05,1139.981
174,1,22,2,269.99,0.2,431.984
174,2,19,2,449,0.1,808.2
175,1,5,1,1320.99,0.1,1188.891
175,2,2,2,749.99,0.2,1199.984
175,3,21,2,269.99,0.1,485.982
175,4,19,1,449,0.07,417.57
176,1,2,2,749.99,0.07,1394.9814
176,2,11,2,1680.99,0.2,2689.584
176,3,16,2,599.99,0.05,1139.981
177,1,20,2,599.99,0.1,1079.982
178,1,10,2,1549,0.2,2478.4
178,2,12,1,549.99,0.05,522.4905
178,3,3,1,999.99,0.1,899.991
178,4,18,1,449,0.07,417.57
179,1,13,2,269.99,0.05,512.981
179,2,26,1,599.99,0.1,539.991
179,3,18,1,449,0.2,359.2
179,4,12,2,549.99,0.2,879.984
179,5,20,2,599.99,0.1,1079.982
180,1,16,1,599.99,0.07,557.9907
181,1,10,1,1549,0.05,1471.55
181,2,11,1,1680.99,0.1,1512.891
181,3,15,2,529.99,0.2,847.984
181,4,24,2,549.99,0.05,1044.981
182,1,25,2,499.99,0.05,949.981
182,2,24,2,549.99,0.07,1022.9814
183,1,11,2,1680.99,0.2,2689.584
183,2,12,2,549.99,0.05,1044.981
183,3,19,1,449,0.07,417.57
183,4,17,1,429,0.07,398.97
184,1,4,1,2899.99,0.2,2319.992
184,2,5,1,1320.99,0.1,1188.891
184,3,14,1,269.99,0.1,242.991
185,1,20,1,599.99,0.1,539.991
185,2,8,1,1799.99,0.05,1709.9905
186,1,4,1,2899.99,0.1,2609.991
186,2,6,1,469.99,0.1,422.991
187,1,5,1,1320.99,0.05,1254.9405
188,1,7,2,3999.99,0.07,7439.9814
189,1,16,2,599.99,0.2,959.984
190,1,24,1,549.99,0.05,522.4905
190,2,15,1,529.99,0.2,423.992
190,3,3,2,999.99,0.2,1599.984
191,1,25,1,499.99,0.05,474.9905
191,2,12,2,549.99,0.2,879.984
191,3,3,1,999.99,0.07,929.9907
191,4,8,2,1799.99,0.05,3419.981
191,5,23,1,299.99,0.05,284.9905
192,1,8,2,1799.99,0.1,3239.982
192,2,25,1,499.99,0.07,464.9907
192,3,2,1,749.99,0.05,712.4905
192,4,24,2,549.99,0.07,1022.9814
192,5,10,2,1549,0.2,2478.4
193,1,12,2,549.99,0.1,989.982
194,1,21,2,269.99,0.2,431.984
195,1,18,1,449,0.2,359.2
195,2,14,1,269.99,0.05,256.4905
195,3,5,2,1320.99,0.2,2113.584
195,4,4,2,2899.99,0.2,4639.984
195,5,21,2,269.99,0.1,485.982
196,1,6,1,469.99,0.05,446.4905
196,2,3,2,999.99,0.07,1859.9814
196,3,10,2,1549,0.07,2881.14
196,4,12,1,549.99,0.07,511.4907
196,5,20,1,599.99,0.1,539.991
197,1,4,2,2899.99,0.2,4639.984
197,2,2,2,749.99,0.07,1394.9814
198,1,6,2,469.99,0.05,892.981
198,2,20,2,599.99,0.07,1115.9814
198,3,8,2,1799.99,0.2,2879.984
198,4,13,2,269.99,0.05,512.981
198,5,17,1,429,0.05,407.55
199,1,25,2,499.99,0.05,949.981
199,2,18,2,449,0.07,835.14
199,3,4,1,2899.99,0.2,2319.992
200,1,23,2,299.99,0.05,569.981
200,2,22,2,269.99,0.07,502.1814
201,1,24,1,549.99,0.05,522.4905
201,2,7,1,3999.99,0.2,3199.992
201,3,14,2,269.99,0.1,485.982
201,4,17,1,429,0.05,407.55
202,1,8,1,1799.99,0.07,1673.9907
202,2,17,1,429,0.05,407.55
202,3,15,2,529.99,0.05,1006.981
202,4,25,2,499.99,0.05,949.981
203,1,26,1,599.99,0.05,569.9905
203,2,3,2,999.99,0.1,1799.982
203,3,17,2,429,0.2,686.4
203,4,19,2,449,0.07,835.14
204,1,6,2,469.99,0.07,874.1814
204,2,17,2,429,0.1,772.2
205,1,22,2,269.99,0.05,512.981
205,2,24,2,549.99,0.1,989.982
206,1,25,1,499.99,0.05,474.9905
206,2,20,1,599.99,0.2,479.992
207,1,12,2,549.99,0.2,879.984
207,2,5,1,1320.99,0.05,1254.9405
207,3,11,2,1680.99,0.07,3126.6414
207,4,7,2,3999.99,0.1,7199.982
208,1,6,2,469.99,0.05,892.981
208,2,4,2,2899.99,0.07,5393.9814
208,3,3,1,999.99,0.05,949.9905
208,4,12,1,549.99,0.2,439.992
208,5,10,2,1549,0.05,2943.1
209,1,13,1,269.99,0.1,242.991
210,1,14,1,269.99,0.07,251.0907
210,2,13,2,269.99,0.2,431.984
211,1,10,1,1549,0.07,1440.57
211,2,2,2,749.99,0.07,1394.9814
212,1,16,2,599.99,0.07,1115.9814
212,2,12,2,549.99,0.2,879.984
212,3,19,1,449,0.1,404.1
212,4,7,1,3999.99,0.2,3199.992
213,1,13,1,269.99,0.1,242.991
214,1,21,1,269.99,0.1,242.991
215,1,19,1,449,0.07,417.57
215,2,12,2,549.99,0.1,989.982
216,1,22,2,269.99,0.1,485.982
216,2,16,2,599.99,0.05,1139.981
217,1,18,1,449,0.1,404.1
217,2,10,2,1549,0.1,2788.2
217,3,17,1,429,0.07,398.97
218,1,2,2,749.99,0.1,1349.982
218,2,13,1,269.99,0.07,251.0907
218,3,12,1,549.99,0.05,522.4905
219,1,26,1,599.99,0.05,569.9905
219,2,5,1,1320.99,0.2,1056.792
220,1,6,2,469.99,0.05,892.981
220,2,25,1,499.99,0.07,464.9907
220,3,22,2,269.99,0.1,485.982
220,4,3,2,999.99,0.2,1599.984
221,1,11,2,1680.99,0.07,3126.6414
222,1,10,1,1549,0.1,1394.1
222,2,2,2,749.99,0.1,1349.982
223,1,7,2,3999.99,0.05,7599.981
223,2,5,1,1320.99,0.2,1056.792
223,3,21,2,269.99,0.1,485.982
223,4,20,1,599.99,0.05,569.9905
223,5,15,1,529.99,0.05,503.4905
224,1,6,1,469.99,0.07,437.0907
224,2,11,2,1680.99,0.1,3025.782
224,3,10,2,1549,0.2,2478.4
224,4,25,1,499.99,0.05,474.9905
225,1,21,1,269.99,0.1,242.991
225,2,9,1,2999.99,0.1,2699.991
226,1,2,1,749.99,0.05,712.4905
227,1,3,2,999.99,0.05,1899.981
227,2,15,2,529.99,0.1,953.982
228,1,25,1,499.99,0.2,399.992
228,2,2,2,749.99,0.07,1394.9814
228,3,23,2,299.99,0.1,539.982
228,4,4,1,2899.99,0.2,2319.992
228,5,22,1,269.99,0.05,256.4905
229,1,25,2,499.99,0.2,799.984
229,2,5,2,1320.99,0.1,2377.782
229,3,8,1,1799.99,0.2,1439.992
230,1,11,2,1680.99,0.07,3126.6414
231,1,8,2,1799.99,0.07,3347.9814
231,2,14,2,269.99,0.2,431.984
231,3,5,2,1320.99,0.2,2113.584
232,1,18,1,449,0.07,417.57
232,2,11,2,1680.99,0.05,3193.881
232,3,26,2,599.99,0.07,1115.9814
232,4,8,2,1799.99,0.1,3239.982
233,1,14,1,269.99,0.1,242.991
233,2,16,2,599.99,0.1,1079.982
233,3,12,1,549.99,0.2,439.992
233,4,15,2,529.99,0.07,985.7814
234,1,11,2,1680.99,0.2,2689.584
234,2,17,2,429,0.05,815.1
234,3,12,1,549.99,0.1,494.991
234,4,7,1,3999.99,0.05,3799.9905
234,5,23,1,299.99,0.1,269.991
235,1,6,1,469.99,0.07,437.0907
235,2,13,2,269.99,0.05,512.981
235,3,7,2,3999.99,0.05,7599.981
236,1,3,2,999.99,0.07,1859.9814
236,2,2,2,749.99,0.1,1349.982
236,3,4,2,2899.99,0.1,5219.982
237,1,15,1,529.99,0.2,423.992
237,2,24,1,549.99,0.07,511.4907
237,3,20,2,599.99,0.2,959.984
237,4,26,1,599.99,0.05,569.9905
238,1,20,2,599.99,0.2,959.984
238,2,25,1,499.99,0.07,464.9907
238,3,13,2,269.99,0.2,431.984
238,4,22,2,269.99,0.05,512.981
238,5,7,1,3999.99,0.07,3719.9907
239,1,16,2,599.99,0.1,1079.982
239,2,21,2,269.99,0.05,512.981
